number,opened_at,resolved_at,closed_at,category,subcategory,priority,assignment_group,incident_state,reassignment_count,reopen_count,final_end_time,Resolution_Time_Hours
INC0014414,2016-04-02 16:43:00,2016-04-02 16:55:00,2016-04-07 16:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-02 16:55:00,0.2
INC0014416,2016-04-02 16:55:00,2016-04-08 09:15:00,2016-04-13 09:59:00,Category 53,Subcategory 153,3 - Moderate,Group 28,Closed,2,0,2016-04-08 09:15:00,136.33333333333334
INC0014417,2016-04-02 17:45:00,2016-04-02 17:59:00,2016-04-07 18:59:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-02 17:59:00,0.23333333333333334
INC0014418,2016-04-02 17:47:00,2016-04-06 14:04:00,2016-04-11 14:59:00,Category 23,Subcategory 75,3 - Moderate,Group 54,Closed,3,0,2016-04-06 14:04:00,92.28333333333333
INC0014419,2016-04-02 17:53:00,2016-04-09 12:43:00,2016-04-14 12:59:00,Category 46,Subcategory 223,3 - Moderate,Group 55,Closed,1,0,2016-04-09 12:43:00,162.83333333333334
INC0014421,2016-04-02 18:07:00,2016-04-02 19:04:00,2016-04-07 19:59:00,Category 7,Subcategory 86,3 - Moderate,Group 70,Closed,0,0,2016-04-02 19:04:00,0.95
INC0014423,2016-04-02 18:22:00,2016-04-05 16:58:00,2016-04-10 16:59:00,Category 46,Subcategory 223,3 - Moderate,Group 39,Closed,3,0,2016-04-05 16:58:00,70.6
INC0014425,2016-04-02 18:49:00,2016-04-04 10:12:00,2016-04-09 10:59:00,Category 53,Subcategory 174,3 - Moderate,Group 28,Closed,0,0,2016-04-04 10:12:00,39.38333333333333
INC0014426,2016-04-02 18:50:00,2016-04-07 11:01:00,2016-04-12 11:59:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,5,0,2016-04-07 11:01:00,112.18333333333334
INC0014428,2016-04-02 20:09:00,2016-04-02 20:16:00,2016-04-07 20:59:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-02 20:16:00,0.11666666666666667
INC0014429,2016-04-02 21:06:00,2016-04-04 15:56:00,2016-04-09 15:59:00,Category 37,Subcategory 135,3 - Moderate,Group 46,Closed,1,0,2016-04-04 15:56:00,42.833333333333336
INC0014430,2016-04-02 21:39:00,2016-04-03 00:03:00,2016-04-08 00:59:00,Category 46,Subcategory 223,2 - High,Group 55,Closed,0,0,2016-04-03 00:03:00,2.4
INC0014431,2016-04-02 21:46:00,2016-04-02 23:59:00,2016-04-08 00:59:00,Category 43,Subcategory 174,2 - High,Group 55,Closed,0,0,2016-04-02 23:59:00,2.216666666666667
INC0014432,2016-04-02 21:51:00,2016-04-02 23:48:00,2016-04-07 23:59:00,Category 46,Subcategory 251,2 - High,Group 55,Closed,1,0,2016-04-02 23:48:00,1.95
INC0014437,2016-04-02 23:10:00,2016-04-02 23:32:00,2016-04-07 23:59:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-04-02 23:32:00,0.36666666666666664
INC0014438,2016-04-02 23:12:00,2016-04-02 23:37:00,2016-04-07 23:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-02 23:37:00,0.4166666666666667
INC0014439,2016-04-02 23:18:00,2016-04-02 23:34:00,2016-04-07 23:59:00,Category 37,Subcategory 135,3 - Moderate,Group 70,Closed,0,0,2016-04-02 23:34:00,0.26666666666666666
INC0014440,2016-04-02 23:32:00,2016-04-02 23:33:00,2016-04-07 23:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-04-02 23:33:00,0.016666666666666666
INC0014441,2016-04-03 00:02:00,2016-04-03 00:22:00,2016-04-08 00:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-03 00:22:00,0.3333333333333333
INC0014442,2016-04-03 00:23:00,2016-04-11 14:28:00,2016-04-16 15:07:00,Category 23,Subcategory 75,3 - Moderate,Group 25,Closed,1,0,2016-04-11 14:28:00,206.08333333333334
INC0014445,2016-04-03 01:02:00,2016-04-05 10:08:00,2016-04-10 10:59:00,Category 42,Subcategory 183,3 - Moderate,Group 56,Closed,1,0,2016-04-05 10:08:00,57.1
INC0014446,2016-04-03 01:02:00,2016-04-05 18:36:00,2016-04-10 18:59:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,6,0,2016-04-05 18:36:00,65.56666666666666
INC0014447,2016-04-03 02:13:00,2016-04-03 02:20:00,2016-04-08 02:59:00,Category 57,Subcategory 170,3 - Moderate,Group 70,Closed,0,0,2016-04-03 02:20:00,0.11666666666666667
INC0014449,2016-04-03 03:32:00,2016-04-05 10:06:00,2016-04-10 10:59:00,Category 57,Subcategory 185,3 - Moderate,Group 56,Closed,1,0,2016-04-05 10:06:00,54.56666666666667
INC0014452,2016-04-03 06:04:00,2016-04-03 06:22:00,2016-04-08 06:59:00,Category 40,Subcategory 44,3 - Moderate,Group 70,Closed,0,0,2016-04-03 06:22:00,0.3
INC0014454,2016-04-03 06:18:00,2016-04-03 06:48:00,2016-04-08 06:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-03 06:48:00,0.5
INC0014455,2016-04-03 06:47:00,2016-04-03 06:48:00,2016-04-08 06:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 06:48:00,0.016666666666666666
INC0014456,2016-04-03 06:48:00,2016-04-03 06:52:00,2016-04-08 06:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 06:52:00,0.06666666666666667
INC0014457,2016-04-03 06:52:00,2016-04-03 06:54:00,2016-04-08 06:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 06:54:00,0.03333333333333333
INC0014458,2016-04-03 06:54:00,2016-04-03 06:56:00,2016-04-08 06:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 06:56:00,0.03333333333333333
INC0014459,2016-04-03 06:56:00,2016-04-03 08:15:00,2016-04-08 08:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 08:15:00,1.3166666666666667
INC0014460,2016-04-03 07:35:00,,2016-04-08 08:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-08 08:59:00,121.4
INC0014461,2016-04-03 07:40:00,,2016-04-08 08:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-08 08:59:00,121.31666666666666
INC0014463,2016-04-03 08:15:00,2016-04-03 08:53:00,2016-04-08 08:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 08:53:00,0.6333333333333333
INC0014464,2016-04-03 08:22:00,2016-04-04 08:53:00,2016-04-06 13:52:00,Category 46,Subcategory 174,3 - Moderate,Group 51,Closed,0,0,2016-04-04 08:53:00,24.516666666666666
INC0014466,2016-04-03 08:32:00,2016-04-03 10:33:00,2016-04-08 10:59:00,Category 40,Subcategory 44,3 - Moderate,Group 25,Closed,1,0,2016-04-03 10:33:00,2.0166666666666666
INC0014469,2016-04-03 08:46:00,2016-04-03 09:33:00,2016-04-08 09:59:00,Category 9,Subcategory 202,3 - Moderate,Group 70,Closed,0,0,2016-04-03 09:33:00,0.7833333333333333
INC0014470,2016-04-03 08:47:00,2016-04-11 08:16:00,2016-04-16 09:07:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-04-11 08:16:00,191.48333333333332
INC0014472,2016-04-03 09:02:00,2016-04-03 09:04:00,2016-04-08 09:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 09:04:00,0.03333333333333333
INC0014473,2016-04-03 09:05:00,2016-04-03 09:06:00,2016-04-08 09:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 09:06:00,0.016666666666666666
INC0014474,2016-04-03 09:07:00,2016-04-03 09:11:00,2016-04-08 09:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 09:11:00,0.06666666666666667
INC0014475,2016-04-03 09:11:00,2016-04-03 09:14:00,2016-04-08 09:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 09:14:00,0.05
INC0014476,2016-04-03 09:15:00,2016-04-03 09:19:00,2016-04-08 09:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 09:19:00,0.06666666666666667
INC0014477,2016-04-03 09:21:00,2016-04-03 09:32:00,2016-04-08 09:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 09:32:00,0.18333333333333332
INC0014479,2016-04-03 10:03:00,2016-04-05 09:38:00,2016-04-10 09:59:00,Category 46,Subcategory 94,3 - Moderate,Group 33,Closed,1,0,2016-04-05 09:38:00,47.583333333333336
INC0014480,2016-04-03 10:05:00,2016-04-08 09:09:00,2016-04-13 09:59:00,Category 24,Subcategory 202,3 - Moderate,Group 25,Closed,1,0,2016-04-08 09:09:00,119.06666666666666
INC0014481,2016-04-03 10:43:00,2016-04-03 11:02:00,2016-04-08 11:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 11:02:00,0.31666666666666665
INC0014483,2016-04-03 11:05:00,2016-04-03 11:26:00,2016-04-08 11:59:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-03 11:26:00,0.35
INC0014484,2016-04-03 11:10:00,2016-04-03 11:15:00,2016-04-08 11:59:00,Category 20,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-03 11:15:00,0.08333333333333333
INC0014485,2016-04-03 11:35:00,2016-04-07 16:51:00,2016-04-12 16:59:00,Category 37,Subcategory 123,3 - Moderate,Group 25,Closed,0,0,2016-04-07 16:51:00,101.26666666666667
INC0014487,2016-04-03 11:58:00,2016-04-08 00:33:00,2016-04-13 00:59:00,Category 23,Subcategory 174,3 - Moderate,Group 70,Closed,2,0,2016-04-08 00:33:00,108.58333333333333
INC0014490,2016-04-03 12:19:00,2016-04-05 17:00:00,2016-04-10 17:59:00,Category 46,Subcategory 223,3 - Moderate,Group 39,Closed,4,0,2016-04-05 17:00:00,52.68333333333333
INC0014493,2016-04-03 13:47:00,2016-04-03 15:37:00,2016-04-08 15:59:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-03 15:37:00,1.8333333333333333
INC0014496,2016-04-03 14:43:00,2016-04-03 15:00:00,2016-04-08 15:59:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,0,0,2016-04-03 15:00:00,0.2833333333333333
INC0014498,2016-04-03 15:37:00,2016-04-03 16:21:00,2016-04-08 16:59:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-03 16:21:00,0.7333333333333333
INC0014499,2016-04-03 15:43:00,2016-04-04 09:53:00,2016-04-09 09:59:00,Category 37,Subcategory 135,3 - Moderate,Group 28,Closed,0,0,2016-04-04 09:53:00,18.166666666666668
INC0014500,2016-04-03 16:13:00,2016-04-05 11:07:00,2016-04-10 11:59:00,Category 26,Subcategory 175,3 - Moderate,Group 25,Closed,1,0,2016-04-05 11:07:00,42.9
INC0014501,2016-04-03 16:19:00,2016-04-05 11:04:00,2016-04-10 11:59:00,Category 9,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-04-05 11:04:00,42.75
INC0014502,2016-04-03 16:22:00,2016-04-14 15:11:00,2016-04-19 16:07:00,Category 46,Subcategory 223,2 - High,Group 72,Closed,1,0,2016-04-14 15:11:00,262.81666666666666
INC0014503,2016-04-03 16:33:00,2016-04-03 16:51:00,2016-04-08 16:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-03 16:51:00,0.3
INC0014504,2016-04-03 16:52:00,2016-04-06 09:33:00,2016-04-11 09:59:00,Category 42,Subcategory 29,3 - Moderate,Group 55,Closed,0,0,2016-04-06 09:33:00,64.68333333333334
INC0014505,2016-04-03 16:56:00,2016-04-18 15:53:00,2016-04-23 16:07:00,Category 42,Subcategory 29,2 - High,Group 72,Closed,1,0,2016-04-18 15:53:00,358.95
INC0014506,2016-04-03 16:59:00,2016-04-12 18:26:00,2016-04-17 19:07:00,Category 38,Subcategory 174,2 - High,Group 70,Closed,3,0,2016-04-12 18:26:00,217.45
INC0014508,2016-04-03 17:12:00,2016-04-20 12:20:00,2016-04-25 13:07:00,Category 38,Subcategory 174,2 - High,Group 24,Closed,2,0,2016-04-20 12:20:00,403.1333333333333
INC0014509,2016-04-03 17:22:00,2016-04-19 13:34:00,2016-04-24 14:07:00,Category 38,Subcategory 174,3 - Moderate,Group 24,Closed,1,0,2016-04-19 13:34:00,380.2
INC0014511,2016-04-03 18:04:00,2016-04-05 18:17:00,2016-04-10 18:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-04-05 18:17:00,48.21666666666667
INC0014515,2016-04-03 19:45:00,2016-04-04 11:48:00,2016-04-09 11:59:00,Category 46,Subcategory 47,1 - Critical,Group 31,Closed,0,0,2016-04-04 11:48:00,16.05
INC0014516,2016-04-03 21:05:00,2016-04-05 15:48:00,2016-04-10 15:59:00,Category 61,Subcategory 16,3 - Moderate,Group 73,Closed,0,0,2016-04-05 15:48:00,42.71666666666667
INC0014517,2016-04-03 21:49:00,2016-04-04 11:56:00,2016-04-09 11:59:00,Category 37,Subcategory 123,3 - Moderate,Group 49,Closed,0,0,2016-04-04 11:56:00,14.116666666666667
INC0014518,2016-04-03 22:26:00,2016-04-03 23:50:00,2016-04-08 23:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-03 23:50:00,1.4
INC0014519,2016-04-03 22:44:00,2016-04-03 23:47:00,2016-04-08 23:59:00,Category 40,Subcategory 44,3 - Moderate,Group 70,Closed,0,0,2016-04-03 23:47:00,1.05
INC0014520,2016-04-03 22:56:00,2016-04-07 16:48:00,2016-04-12 16:59:00,Category 43,Subcategory 105,3 - Moderate,Group 39,Closed,2,0,2016-04-07 16:48:00,89.86666666666666
INC0014521,2016-04-03 23:00:00,2016-04-11 08:21:00,2016-04-16 09:07:00,Category 42,Subcategory 183,3 - Moderate,Group 70,Closed,3,0,2016-04-11 08:21:00,177.35
INC0014523,2016-04-03 23:39:00,2016-04-11 15:46:00,2016-04-16 16:07:00,Category 9,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-04-11 15:46:00,184.11666666666667
INC0014524,2016-04-04 00:25:00,2016-04-05 11:55:00,2016-04-10 11:59:00,Category 23,Subcategory 174,3 - Moderate,Group 70,Closed,2,0,2016-04-05 11:55:00,35.5
INC0014525,2016-04-04 00:36:00,2016-04-04 01:17:00,2016-04-09 01:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 01:17:00,0.6833333333333333
INC0014527,2016-04-04 02:01:00,,2016-04-09 02:59:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-09 02:59:00,120.96666666666667
INC0014528,2016-04-04 02:42:00,2016-04-04 04:46:00,2016-04-09 04:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,2,0,2016-04-04 04:46:00,2.066666666666667
INC0014530,2016-04-04 02:48:00,2016-04-04 04:21:00,2016-04-09 04:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 04:21:00,1.55
INC0014531,2016-04-04 03:16:00,2016-04-08 14:53:00,2016-04-13 14:59:00,Category 26,Subcategory 174,3 - Moderate,Group 28,Closed,1,0,2016-04-08 14:53:00,107.61666666666666
INC0014533,2016-04-04 04:02:00,2016-04-06 14:46:00,2016-04-11 14:59:00,Category 26,Subcategory 164,3 - Moderate,Group 70,Closed,1,0,2016-04-06 14:46:00,58.733333333333334
INC0014534,2016-04-04 04:03:00,2016-04-04 04:08:00,2016-04-09 04:59:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 04:08:00,0.08333333333333333
INC0014537,2016-04-04 05:24:00,2016-04-05 12:08:00,2016-04-10 12:59:00,Category 26,Subcategory 175,3 - Moderate,Group 25,Closed,1,0,2016-04-05 12:08:00,30.733333333333334
INC0014540,2016-04-04 06:14:00,2016-04-04 06:16:00,2016-04-09 06:59:00,Category 51,Subcategory 174,4 - Low,Group 64,Closed,0,0,2016-04-04 06:16:00,0.03333333333333333
INC0014541,2016-04-04 06:16:00,2016-04-04 06:22:00,2016-04-09 06:59:00,Category 51,Subcategory 174,4 - Low,Group 64,Closed,0,0,2016-04-04 06:22:00,0.1
INC0014542,2016-04-04 06:23:00,2016-04-04 06:25:00,2016-04-09 06:59:00,Category 51,Subcategory 174,4 - Low,Group 64,Closed,0,0,2016-04-04 06:25:00,0.03333333333333333
INC0014543,2016-04-04 06:25:00,2016-04-04 06:30:00,2016-04-09 06:59:00,Category 51,Subcategory 174,4 - Low,Group 64,Closed,0,0,2016-04-04 06:30:00,0.08333333333333333
INC0014544,2016-04-04 06:31:00,2016-04-04 06:46:00,2016-04-09 06:59:00,Category 51,Subcategory 174,4 - Low,Group 64,Closed,0,0,2016-04-04 06:46:00,0.25
INC0014545,2016-04-04 06:52:00,2016-04-11 15:45:00,2016-04-16 16:07:00,Category 9,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-04-11 15:45:00,176.88333333333333
INC0014546,2016-04-04 07:02:00,2016-04-04 07:07:00,2016-04-09 07:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 07:07:00,0.08333333333333333
INC0014548,2016-04-04 07:11:00,2016-04-04 07:21:00,2016-04-09 07:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 07:21:00,0.16666666666666666
INC0014549,2016-04-04 07:15:00,2016-04-04 11:51:00,2016-04-09 11:59:00,Category 9,Subcategory 164,3 - Moderate,Group 61,Closed,2,0,2016-04-04 11:51:00,4.6
INC0014550,2016-04-04 07:20:00,2016-04-04 07:25:00,2016-04-09 07:59:00,Category 37,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 07:25:00,0.08333333333333333
INC0014551,2016-04-04 07:25:00,2016-04-04 10:17:00,2016-04-09 10:59:00,Category 53,Subcategory 80,3 - Moderate,Group 19,Closed,0,0,2016-04-04 10:17:00,2.8666666666666667
INC0014552,2016-04-04 07:34:00,2016-04-04 07:42:00,2016-04-09 07:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-04-04 07:42:00,0.13333333333333333
INC0014553,2016-04-04 07:37:00,2016-04-04 07:59:00,2016-04-09 08:59:00,Category 57,Subcategory 170,4 - Low,Group 70,Closed,0,0,2016-04-04 07:59:00,0.36666666666666664
INC0014554,2016-04-04 07:38:00,2016-04-04 10:53:00,2016-04-09 10:59:00,Category 9,Subcategory 202,3 - Moderate,Group 23,Closed,0,0,2016-04-04 10:53:00,3.25
INC0014555,2016-04-04 07:42:00,,2016-04-09 08:59:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-04-09 08:59:00,121.28333333333333
INC0014557,2016-04-04 07:47:00,2016-04-04 08:06:00,2016-04-09 08:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:06:00,0.31666666666666665
INC0014558,2016-04-04 07:48:00,2016-04-04 09:09:00,2016-04-06 13:52:00,Category 57,Subcategory 118,3 - Moderate,Group 65,Closed,0,0,2016-04-04 09:09:00,1.35
INC0014560,2016-04-04 07:56:00,2016-04-27 11:16:00,2016-05-02 12:07:00,Category 24,Subcategory 174,3 - Moderate,Group 27,Closed,0,0,2016-04-27 11:16:00,555.3333333333334
INC0014561,2016-04-04 07:59:00,2016-04-04 10:06:00,2016-04-09 10:59:00,Category 53,Subcategory 303,4 - Low,Group 28,Closed,1,0,2016-04-04 10:06:00,2.1166666666666667
INC0014562,2016-04-04 08:00:00,2016-04-04 09:23:00,2016-04-06 13:52:00,Category 57,Subcategory 170,3 - Moderate,Group 65,Closed,2,0,2016-04-04 09:23:00,1.3833333333333333
INC0014564,2016-04-04 08:06:00,2016-04-12 10:25:00,2016-04-17 11:07:00,Category 53,Subcategory 80,3 - Moderate,Group 64,Closed,1,0,2016-04-12 10:25:00,194.31666666666666
INC0014565,2016-04-04 08:08:00,2016-04-04 17:43:00,2016-04-09 17:59:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 17:43:00,9.583333333333334
INC0014566,2016-04-04 08:09:00,2016-04-04 17:13:00,2016-04-09 17:59:00,Category 26,Subcategory 164,3 - Moderate,Group 70,Closed,1,0,2016-04-04 17:13:00,9.066666666666666
INC0014567,2016-04-04 08:13:00,2016-04-04 08:22:00,2016-04-09 08:59:00,Category 32,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 08:22:00,0.15
INC0014568,2016-04-04 08:14:00,,2016-04-09 08:59:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-09 08:59:00,120.75
INC0014569,2016-04-04 08:15:00,2016-04-04 08:25:00,2016-04-09 08:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:25:00,0.16666666666666666
INC0014574,2016-04-04 08:24:00,2016-04-04 08:31:00,2016-04-09 08:59:00,Category 26,Subcategory 175,4 - Low,Group 70,Closed,0,0,2016-04-04 08:31:00,0.11666666666666667
INC0014575,2016-04-04 08:25:00,2016-04-04 08:41:00,2016-04-09 08:59:00,Category 32,Subcategory 9,4 - Low,Group 70,Closed,0,0,2016-04-04 08:41:00,0.26666666666666666
INC0014576,2016-04-04 08:26:00,2016-04-04 08:40:00,2016-04-09 08:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:40:00,0.23333333333333334
INC0014578,2016-04-04 08:26:00,2016-04-04 09:05:00,2016-04-09 09:59:00,Category 26,Subcategory 164,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:05:00,0.65
INC0014580,2016-04-04 08:27:00,2016-04-04 08:37:00,2016-04-09 08:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:37:00,0.16666666666666666
INC0014581,2016-04-04 08:27:00,2016-04-04 08:31:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:31:00,0.06666666666666667
INC0014583,2016-04-04 08:28:00,2016-04-04 08:36:00,2016-04-09 08:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:36:00,0.13333333333333333
INC0014584,2016-04-04 08:29:00,2016-04-04 11:28:00,2016-04-09 11:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,2,0,2016-04-04 11:28:00,2.9833333333333334
INC0014585,2016-04-04 08:32:00,2016-04-04 08:34:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:34:00,0.03333333333333333
INC0014586,2016-04-04 08:32:00,2016-04-04 11:04:00,2016-04-09 11:59:00,Category 32,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-04 11:04:00,2.533333333333333
INC0014587,2016-04-04 08:34:00,2016-04-05 13:48:00,2016-04-10 13:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-04-05 13:48:00,29.233333333333334
INC0014588,2016-04-04 08:34:00,2016-04-04 08:36:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:36:00,0.03333333333333333
INC0014589,2016-04-04 08:34:00,2016-04-05 12:08:00,2016-04-10 12:59:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,1,0,2016-04-05 12:08:00,27.566666666666666
INC0014590,2016-04-04 08:35:00,2016-04-05 09:40:00,2016-04-10 09:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,1,0,2016-04-05 09:40:00,25.083333333333332
INC0014592,2016-04-04 08:37:00,2016-04-04 08:38:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:38:00,0.016666666666666666
INC0014593,2016-04-04 08:37:00,2016-04-04 11:04:00,2016-04-09 11:59:00,Category 32,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-04 11:04:00,2.45
INC0014594,2016-04-04 08:38:00,2016-04-06 15:11:00,2016-04-11 15:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,1,0,2016-04-06 15:11:00,54.55
INC0014595,2016-04-04 08:38:00,2016-04-04 08:42:00,2016-04-09 08:59:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:42:00,0.06666666666666667
INC0014596,2016-04-04 08:39:00,2016-04-04 08:40:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:40:00,0.016666666666666666
INC0014597,2016-04-04 08:39:00,2016-04-04 21:01:00,2016-04-09 21:59:00,Category 53,Subcategory 174,3 - Moderate,Group 29,Closed,0,0,2016-04-04 21:01:00,12.366666666666667
INC0014598,2016-04-04 08:40:00,2016-04-05 13:52:00,2016-04-10 13:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-04-05 13:52:00,29.2
INC0014599,2016-04-04 08:41:00,2016-04-04 11:26:00,2016-04-09 11:59:00,Category 34,Subcategory 174,3 - Moderate,Group 27,Closed,0,0,2016-04-04 11:26:00,2.75
INC0014600,2016-04-04 08:41:00,2016-04-05 14:12:00,2016-04-10 14:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-04-05 14:12:00,29.516666666666666
INC0014601,2016-04-04 08:41:00,2016-04-04 08:43:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:43:00,0.03333333333333333
INC0014602,2016-04-04 08:43:00,2016-04-04 08:52:00,2016-04-09 08:59:00,Category 46,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 08:52:00,0.15
INC0014603,2016-04-04 08:43:00,2016-04-04 08:45:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:45:00,0.03333333333333333
INC0014604,2016-04-04 08:44:00,2016-04-06 09:28:00,2016-04-11 09:59:00,Category 34,Subcategory 134,3 - Moderate,Group 28,Closed,1,0,2016-04-06 09:28:00,48.733333333333334
INC0014605,2016-04-04 08:44:00,2016-04-04 09:37:00,2016-04-09 09:59:00,Category 9,Subcategory 174,3 - Moderate,Group 27,Closed,0,0,2016-04-04 09:37:00,0.8833333333333333
INC0014606,2016-04-04 08:45:00,2016-04-04 08:47:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:47:00,0.03333333333333333
INC0014607,2016-04-04 08:46:00,2016-04-04 11:03:00,2016-04-09 11:59:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 11:03:00,2.283333333333333
INC0014608,2016-04-04 08:46:00,2016-04-11 11:45:00,2016-04-16 12:07:00,Category 26,Subcategory 174,3 - Moderate,Group 76,Closed,2,0,2016-04-11 11:45:00,170.98333333333332
INC0014609,2016-04-04 08:47:00,2016-04-04 08:56:00,2016-04-09 08:59:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:56:00,0.15
